39,i_eat_short_people_for_breakfast,Martin,11185,11310,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,9340,9575,redBlue
24,i_eat_short_people_for_breakfast,Gary,11239,11324,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,9442,9602,green
25,i_eat_short_people_for_breakfast,Gary,11480,11590,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,9893,10101,green
40,i_eat_short_people_for_breakfast,Martin,11490,11574,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,9912,10071,redBlue
26,i_eat_short_people_for_breakfast,Gary,11783,11837,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,10461,10563,green
41,i_eat_short_people_for_breakfast,Martin,11785,11837,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,10465,10563,redBlue
42,i_eat_short_people_for_breakfast,Martin,11894,11902,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,10670,10685,redBlue
27,i_eat_short_people_for_breakfast,Gary,11896,11904,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,10674,10689,green
28,i_eat_short_people_for_breakfast,Gary,11916,12040,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,10711,10943,green
43,i_eat_short_people_for_breakfast,Martin,11940,11944,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,10756,10763,redBlue
29,i_eat_short_people_for_breakfast,Gary,12111,12121,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,11078,11095,green
30,i_eat_short_people_for_breakfast,Gary,12126,12171,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,11105,11189,green
31,i_eat_short_people_for_breakfast,Gary,12308,12350,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,11446,11524,green
58,i_eat_short_people_for_breakfast,Michelle Obama,13379,13455,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,13454,13597,red
3,i_eat_short_people_for_breakfast,Chris,13431,13443,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,13552,13575,blue
59,i_eat_short_people_for_breakfast,Michelle Obama,13581,13634,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,13833,13932,red
44,i_eat_short_people_for_breakfast,Martin,13591,13620,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,13851,13906,redBlue
4,i_eat_short_people_for_breakfast,Chris,13593,13618,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,13856,13902,blue
45,i_eat_short_people_for_breakfast,Martin,13927,14114,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,14481,14817,redBlue
60,i_eat_short_people_for_breakfast,Michelle Obama,13928,14066,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,14485,14519,red
5,i_eat_short_people_for_breakfast,Chris,13930,13945,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,14488,14515,blue
6,i_eat_short_people_for_breakfast,Chris,13949,14103,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,14522,14813,blue
7,i_eat_short_people_for_breakfast,Chris,14305,14324,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,15190,15226,blue
8,i_eat_short_people_for_breakfast,Chris,14344,14352,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,15264,15279,blue
46,i_eat_short_people_for_breakfast,Martin,14466,14575,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,15493,15698,redBlue
61,i_eat_short_people_for_breakfast,Michelle Obama,15469,15513,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,17385,17467,red
32,i_eat_short_people_for_breakfast,Gary,15823,15853,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,18048,18104,green
9,i_eat_short_people_for_breakfast,Chris,16226,16304,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,18803,18950,blue
47,i_eat_short_people_for_breakfast,Martin,16232,16280,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,18815,18905,redBlue
10,i_eat_short_people_for_breakfast,Chris,16395,16477,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,19120,19274,blue
11,i_eat_short_people_for_breakfast,Chris,16661,16843,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,19619,19961,blue
62,i_eat_short_people_for_breakfast,Michelle Obama,18115,18260,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,22345,22469,red
12,i_eat_short_people_for_breakfast,Chris,21069,21077,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,27884,27900,blue
63,i_eat_short_people_for_breakfast,Michelle Obama,21930,21938,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,29500,29514,red
64,i_eat_short_people_for_breakfast,Michelle Obama,23011,23024,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,31526,31550,red
65,i_eat_short_people_for_breakfast,Michelle Obama,23028,23103,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,31557,31699,red
13,i_eat_short_people_for_breakfast,Chris,23034,23070,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,31569,31637,blue
66,i_eat_short_people_for_breakfast,Michelle Obama,23157,23184,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,31800,31824,red
67,i_eat_short_people_for_breakfast,Michelle Obama,23230,23260,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,31936,31944,red
14,i_eat_short_people_for_breakfast,Chris,23232,23260,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,31940,31993,blue
33,i_eat_short_people_for_breakfast,Gary,23367,23421,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,32192,32294,green
68,i_eat_short_people_for_breakfast,Michelle Obama,23383,23421,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,32223,32294,red
48,i_eat_short_people_for_breakfast,Martin,23391,23421,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,32238,32294,redBlue
15,i_eat_short_people_for_breakfast,Chris,25125,25225,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,35489,35677,blue
69,i_eat_short_people_for_breakfast,Michelle Obama,25345,25372,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,35901,35953,red
16,i_eat_short_people_for_breakfast,Chris,28707,28751,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,42205,42289,blue
70,i_eat_short_people_for_breakfast,Michelle Obama,30330,30368,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,45248,45271,red
17,i_eat_short_people_for_breakfast,Chris,30559,30588,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,45678,45732,blue
49,i_eat_short_people_for_breakfast,Martin,30761,30793,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,46057,46091,redBlue
71,i_eat_short_people_for_breakfast,Michelle Obama,30871,30894,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,46263,46307,red
72,i_eat_short_people_for_breakfast,Michelle Obama,32862,32935,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,49996,50051,red
73,i_eat_short_people_for_breakfast,Michelle Obama,35741,35779,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,55394,55466,red
74,i_eat_short_people_for_breakfast,Michelle Obama,35810,35847,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,55523,55593,red
75,i_eat_short_people_for_breakfast,Michelle Obama,35870,35877,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,55636,55650,red
50,i_eat_short_people_for_breakfast,Martin,35999,36013,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,55878,55906,redBlue
18,i_eat_short_people_for_breakfast,Chris,36000,36044,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,55879,55963,blue
19,i_eat_short_people_for_breakfast,Chris,36084,36089,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,56038,56046,blue
34,i_eat_short_people_for_breakfast,Gary,36316,36333,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,56472,56504,green
76,i_eat_short_people_for_breakfast,Michelle Obama,37612,37637,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,58903,58951,red
20,i_eat_short_people_for_breakfast,Chris,37703,37715,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,59074,59096,blue
21,i_eat_short_people_for_breakfast,Chris,37723,37756,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,59112,59173,blue
35,i_eat_short_people_for_breakfast,Gary,37732,37885,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,59127,59415,green
51,i_eat_short_people_for_breakfast,Martin,37883,38014,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,59411,59656,redBlue
0,i_eat_short_people_for_breakfast,Kcirrem,7047,7097,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,1516,1609,green
1,i_eat_short_people_for_breakfast,Kcirrem,7144,7162,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,1697,1731,green
2,i_eat_short_people_for_breakfast,Kcirrem,7194,7204,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,1790,1809,green
3,i_eat_short_people_for_breakfast,Kcirrem,7343,7396,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,2070,2126,green
4,i_eat_short_people_for_breakfast,Kcirrem,7412,7461,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,2200,2291,green
5,i_eat_short_people_for_breakfast,Kcirrem,9398,9430,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,5922,5983,green
22,i_eat_short_people_for_breakfast,Malia Obama,9925,9966,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,6910,6988,red
23,i_eat_short_people_for_breakfast,Malia Obama,11669,11715,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,10182,10268,red
35,i_eat_short_people_for_breakfast,Pinkay,11908,11953,38,46,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,10630,10713,blue
6,i_eat_short_people_for_breakfast,Kcirrem,11912,11938,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,10638,10686,green
7,i_eat_short_people_for_breakfast,Kcirrem,15309,15384,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,17006,17147,green
36,i_eat_short_people_for_breakfast,Pinkay,16486,16496,38,46,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,19213,19232,blue
8,i_eat_short_people_for_breakfast,Kcirrem,19778,19813,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,25386,25452,green
9,i_eat_short_people_for_breakfast,Kcirrem,21301,21379,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,28241,28387,green
10,i_eat_short_people_for_breakfast,Kcirrem,21385,21402,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,28399,28430,green
24,i_eat_short_people_for_breakfast,Malia Obama,21481,21490,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,28578,28596,red
25,i_eat_short_people_for_breakfast,Malia Obama,21624,21630,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,28847,28859,red
11,i_eat_short_people_for_breakfast,Kcirrem,25509,25542,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,36132,36192,green
12,i_eat_short_people_for_breakfast,Kcirrem,25561,25608,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,36229,36317,green
13,i_eat_short_people_for_breakfast,Kcirrem,25659,25719,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,36412,36525,green
14,i_eat_short_people_for_breakfast,Kcirrem,25745,25763,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,36574,36607,green
26,i_eat_short_people_for_breakfast,Malia Obama,28814,28822,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,42328,42343,red
37,i_eat_short_people_for_breakfast,Pinkay,28818,28828,38,46,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,42335,42355,blue
15,i_eat_short_people_for_breakfast,Kcirrem,30481,30511,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,45453,45509,green
27,i_eat_short_people_for_breakfast,Malia Obama,30797,30844,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,46046,46135,red
28,i_eat_short_people_for_breakfast,Malia Obama,31203,31256,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,46807,46907,red
29,i_eat_short_people_for_breakfast,Malia Obama,31388,31410,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,47154,47195,red
30,i_eat_short_people_for_breakfast,Malia Obama,33976,34041,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,52006,52130,red
31,i_eat_short_people_for_breakfast,Malia Obama,34126,34184,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,52289,52382,red
38,i_eat_short_people_for_breakfast,Pinkay,34132,34172,38,46,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,52299,52374,blue
32,i_eat_short_people_for_breakfast,Malia Obama,34466,34484,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,52926,52959,red
39,i_eat_short_people_for_breakfast,Pinkay,34609,34658,38,46,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,53194,53286,blue
16,i_eat_short_people_for_breakfast,Kcirrem,34763,34809,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,53483,53568,green
17,i_eat_short_people_for_breakfast,Kcirrem,34930,34983,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,53796,53896,green
18,i_eat_short_people_for_breakfast,Kcirrem,34995,35049,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,53918,54018,green
19,i_eat_short_people_for_breakfast,Kcirrem,35071,35117,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,54061,54086,green
40,i_eat_short_people_for_breakfast,Pinkay,39752,39784,38,46,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,62838,62897,blue
20,i_eat_short_people_for_breakfast,Kcirrem,42038,42044,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,67123,67135,green
21,i_eat_short_people_for_breakfast,Kcirrem,42066,42479,38,42,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,67175,67950,green
33,i_eat_short_people_for_breakfast,Malia Obama,42300,42340,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,67615,67690,red
34,i_eat_short_people_for_breakfast,Malia Obama,42374,42463,38,44,merrick_kingston_matt_gabe_rory_durst_9_20_21_wallhacks_2.dem,1,67753,67920,red
0,meeseeks,Kcirrem,6930,6934,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,1110,1118,green
37,meeseeks,Pinkay,7224,7277,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,1661,1761,blue
1,meeseeks,Kcirrem,8012,8085,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,3138,3277,green
2,meeseeks,Kcirrem,9394,9431,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,5731,5800,green
3,meeseeks,Kcirrem,9548,9575,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,6018,6071,green
4,meeseeks,Kcirrem,9585,9631,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,6089,6175,green
21,meeseeks,Malia Obama,9647,9662,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,6204,6234,red
22,meeseeks,Malia Obama,9711,9766,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,6325,6428,red
23,meeseeks,Malia Obama,9795,9841,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,6483,6568,red
24,meeseeks,Malia Obama,9868,9884,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,6619,6649,red
25,meeseeks,Malia Obama,9942,10072,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,6757,7001,red
38,meeseeks,Pinkay,12345,12373,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,11263,11315,blue
39,meeseeks,Pinkay,12406,12526,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,11378,11505,blue
40,meeseeks,Pinkay,12557,12579,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,11660,11703,blue
5,meeseeks,Kcirrem,14043,14047,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,14447,14455,green
41,meeseeks,Pinkay,14083,14091,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,14523,14538,blue
6,meeseeks,Kcirrem,14195,14227,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,14732,14792,green
42,meeseeks,Pinkay,14195,14229,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,14732,14796,blue
43,meeseeks,Pinkay,14321,14351,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,14968,15025,blue
44,meeseeks,Pinkay,14357,14406,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,15035,15128,blue
45,meeseeks,Pinkay,14425,14452,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,15163,15215,blue
46,meeseeks,Pinkay,14455,14477,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,15219,15230,blue
47,meeseeks,Pinkay,14494,14504,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,15292,15311,blue
48,meeseeks,Pinkay,14712,14857,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,15702,15880,blue
7,meeseeks,Kcirrem,14738,14841,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,15750,15943,green
8,meeseeks,Kcirrem,14844,14855,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,15950,15970,green
49,meeseeks,Pinkay,14863,14941,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,15985,15997,blue
9,meeseeks,Kcirrem,14911,14922,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,16076,16094,green
10,meeseeks,Kcirrem,14925,14995,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,16101,16233,green
50,meeseeks,Pinkay,14981,14995,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,16206,16233,blue
11,meeseeks,Kcirrem,15306,15339,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,16815,16877,green
12,meeseeks,Kcirrem,16434,16446,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,18930,18953,green
26,meeseeks,Malia Obama,18112,18143,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,22076,22134,red
51,meeseeks,Pinkay,18466,18506,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,22740,22776,blue
52,meeseeks,Pinkay,18691,18799,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,23162,23237,blue
53,meeseeks,Pinkay,18905,18978,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,23564,23642,blue
54,meeseeks,Pinkay,19285,19322,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,24276,24344,blue
55,meeseeks,Pinkay,19441,20091,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,24569,25788,blue
56,meeseeks,Pinkay,21699,21938,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,28801,29250,blue
27,meeseeks,Malia Obama,25149,25203,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,35272,35372,red
28,meeseeks,Malia Obama,25278,25283,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,35514,35522,red
13,meeseeks,Kcirrem,25302,25315,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,35558,35582,green
14,meeseeks,Kcirrem,25353,25394,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,35653,35730,green
68,meeseeks,Tom,25813,25841,30,34,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,36515,36569,redBlue
29,meeseeks,Malia Obama,27173,27221,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,39066,39156,red
15,meeseeks,Kcirrem,30141,30146,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,44630,44641,green
16,meeseeks,Kcirrem,30380,30421,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,45080,45156,green
17,meeseeks,Kcirrem,30447,30477,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,45204,45260,green
18,meeseeks,Kcirrem,30483,30489,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,45272,45283,green
57,meeseeks,Pinkay,31510,31525,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,47197,47227,blue
58,meeseeks,Pinkay,31565,31676,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,47300,47510,blue
59,meeseeks,Pinkay,31692,31712,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,47540,47577,blue
30,meeseeks,Malia Obama,31934,31945,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,47992,48014,red
31,meeseeks,Malia Obama,33151,33208,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,50275,50343,red
69,meeseeks,Tom,35137,35360,30,34,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,53998,54417,redBlue
32,meeseeks,Malia Obama,35901,35993,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,55431,55516,red
33,meeseeks,Malia Obama,36040,36058,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,55691,55726,red
60,meeseeks,Pinkay,36149,36190,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,55896,55930,blue
61,meeseeks,Pinkay,36270,36286,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,56122,56153,blue
70,meeseeks,Tom,36470,36508,30,34,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,56498,56569,redBlue
34,meeseeks,Malia Obama,37351,37374,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,58150,58194,red
19,meeseeks,Kcirrem,39623,39649,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,62410,62458,green
62,meeseeks,Pinkay,40619,40661,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,64278,64357,blue
63,meeseeks,Pinkay,40872,40939,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,64752,64878,blue
64,meeseeks,Pinkay,40943,40956,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,64885,64910,blue
35,meeseeks,Malia Obama,41122,41170,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,65220,65274,red
36,meeseeks,Malia Obama,41177,41183,30,31,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,65323,65335,red
65,meeseeks,Pinkay,43808,43860,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,70258,70353,blue
71,meeseeks,Tom,43808,43843,30,34,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,70258,70323,redBlue
72,meeseeks,Tom,43856,43862,30,34,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,70346,70358,redBlue
66,meeseeks,Pinkay,43866,43870,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,70365,70373,blue
73,meeseeks,Tom,43868,43897,30,34,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,70369,70376,redBlue
67,meeseeks,Pinkay,43882,43903,30,33,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,70396,70434,blue
20,meeseeks,Kcirrem,44128,44142,30,29,merrick_kingston_matt_gabe_rory_durst_9_20_21_no_hacks.dem,0,70857,70883,green
